Volcano Number,Volcano Name_x,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude_x,Longitude_x,Volcano Name_y,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude_y,Longitude_y,Elevation (m),Dominant Rock Type,Tectonic Setting
252120,Ulawun,22171,Confirmed Eruption,,1.0,,,2016,,10.0,,11.0,,Historical Observations,,2016.0,,11.0,,18.0,,-5.05,151.33,Ulawun,Papua New Guinea,Stratovolcano,Eruption Observed,2018 CE,Melanesia and Australia,New Britain,-5.05,151.33,2334.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
282110,Asosan,22174,Confirmed Eruption,,3.0,,,2016,,10.0,,7.0,,Historical Observations,,2016.0,,11.0,,12.0,,32.884,131.10399999999998,Asosan,Japan,Caldera,Eruption Observed,2016 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.10399999999998,1592.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
300130,Karymsky,22178,Confirmed Eruption,,2.0,,,2016,,10.0,,5.0,,Historical Observations,,2016.0,,10.0,,8.0,,54.049,159.44299999999998,Karymsky,Russia,Stratovolcano,Eruption Observed,2018 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.049,159.44299999999998,1513.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
390090,Saunders,22271,Confirmed Eruption,Summit crater,1.0,,,2016,,9.0,,28.0,,Historical Observations,>,2018.0,,12.0,,2.0,,-57.8,-26.483,Saunders,United Kingdom,Stratovolcano,Eruption Observed,2018 CE,Antarctica,Antarctica and South Sandwich Islands,-57.8,-26.483,843.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
354020,Ubinas,22181,Confirmed Eruption,,2.0,,,2016,,9.0,,13.0,,Historical Observations,,2017.0,,3.0,,2.0,,-16.355,-70.903,Ubinas,Peru,Stratovolcano,Eruption Observed,2017 CE,South America,Peru,-16.355,-70.903,5672.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
241040,White Island,22147,Confirmed Eruption,2012 lava dome,1.0,,,2016,,9.0,,13.0,,Historical Observations,,2016.0,,9.0,,13.0,,-37.52,177.18,White Island,New Zealand,Stratovolcano(es),Eruption Observed,2016 CE,New Zealand to Fiji,New Zealand,-37.52,177.18,321.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
233020,"Fournaise, Piton de la",22145,Confirmed Eruption,,0.0,,,2016,,9.0,,11.0,,Historical Observations,,2016.0,,9.0,,18.0,,-21.244,55.708,"Fournaise, Piton de la",France,Shield,Eruption Observed,2018 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
268060,Gamalama,22150,Confirmed Eruption,,1.0,,,2016,,8.0,,3.0,,Historical Observations,,2016.0,,8.0,,4.0,,0.8,127.33,Gamalama,Indonesia,Stratovolcano(es),Eruption Observed,2018 CE,Indonesia,Halmahera,0.8,127.33,1715.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
264030,Rinjani,22149,Confirmed Eruption,Barujari Crater,2.0,,,2016,,8.0,,1.0,,Historical Observations,,2016.0,,9.0,,27.0,,-8.42,116.47,Rinjani,Indonesia,Stratovolcano,Eruption Observed,2016 CE,Indonesia,Lesser Sunda Islands,-8.42,116.47,3726.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
290360,Chikurachki,22153,Confirmed Eruption,,2.0,,,2016,,7.0,,27.0,,Historical Observations,,2016.0,,8.0,,18.0,,50.324,155.461,Chikurachki,Russia,Stratovolcano(es),Eruption Observed,2016 CE,Kuril Islands,Kuril Islands,50.324,155.461,1781.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
343100,San Miguel,22154,Confirmed Eruption,,1.0,,,2016,,6.0,,18.0,,Historical Observations,,2016.0,,6.0,,18.0,,13.434000000000001,-88.26899999999999,San Miguel,El Salvador,Stratovolcano,Eruption Observed,2018 CE,México and Central America,El Salvador and Honduras,13.434000000000001,-88.26899999999999,2130.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273010,Bulusan,22151,Confirmed Eruption,SE vent,2.0,,,2016,,6.0,,10.0,,Historical Observations,,2017.0,,3.0,,2.0,,12.769,124.056,Bulusan,Philippines,Stratovolcano(es),Eruption Observed,2017 CE,Philippines and SE Asia,Luzon,12.769,124.056,1535.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345040,Poas,22156,Confirmed Eruption,,1.0,,,2016,,6.0,,5.0,,Historical Observations,,2016.0,,8.0,,16.0,,10.2,-84.23299999999999,Poas,Costa Rica,Stratovolcano,Eruption Observed,2017 CE,México and Central America,Costa Rica,10.2,-84.23299999999999,2708.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
233020,"Fournaise, Piton de la",22144,Confirmed Eruption,Château Fort crater,0.0,,,2016,,5.0,,26.0,,Historical Observations,,2016.0,,5.0,,27.0,,-21.244,55.708,"Fournaise, Piton de la",France,Shield,Eruption Observed,2018 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
241040,White Island,22121,Confirmed Eruption,,1.0,,,2016,,4.0,,27.0,,Historical Observations,,2016.0,,4.0,,27.0,,-37.52,177.18,White Island,New Zealand,Stratovolcano(es),Eruption Observed,2016 CE,New Zealand to Fiji,New Zealand,-37.52,177.18,321.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
390080,Bristol Island,22133,Confirmed Eruption,,1.0,,,2016,,4.0,,24.0,,Historical Observations,,2016.0,,7.0,,19.0,,-59.016999999999996,-26.533,Bristol Island,United Kingdom,Stratovolcano,Eruption Observed,2016 CE,Antarctica,Antarctica and South Sandwich Islands,-59.016999999999996,-26.533,1100.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
344020,San Cristobal,22130,Confirmed Eruption,,2.0,,,2016,,4.0,,22.0,,Historical Observations,,2016.0,,4.0,,22.0,,12.702,-87.00399999999999,San Cristobal,Nicaragua,Stratovolcano,Eruption Observed,2018 CE,México and Central America,Nicaragua,12.702,-87.00399999999999,1745.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
311240,Cleveland,22128,Confirmed Eruption,Summit crater,2.0,,,2016,,4.0,,16.0,,Historical Observations,>,2018.0,,12.0,,16.0,,52.825,-169.94400000000002,Cleveland,United States,Stratovolcano,Eruption Observed,2018 CE,Alaska,Aleutian Islands,52.825,-169.94400000000002,1730.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
252010,Langila,22123,Confirmed Eruption,,2.0,,,2016,,4.0,,2.0,,Historical Observations,,2018.0,,10.0,,30.0,,-5.525,148.42,Langila,Papua New Guinea,Complex,Eruption Observed,2018 CE,Melanesia and Australia,New Britain,-5.525,148.42,1330.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
261170,Kerinci,22125,Confirmed Eruption,,2.0,,,2016,,3.0,,31.0,,Historical Observations,,2016.0,,6.0,,9.0,,-1.6969999999999998,101.264,Kerinci,Indonesia,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Sumatra,-1.6969999999999998,101.264,3800.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
390130,Zavodovski,22159,Confirmed Eruption,,1.0,,,2016,,3.0,,30.0,,Historical Observations,,2016.0,,5.0,,16.0,15.0,-56.3,-27.57,Zavodovski,United Kingdom,Stratovolcano,Eruption Observed,2016 CE,Antarctica,Antarctica and South Sandwich Islands,-56.3,-27.57,551.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
290360,Chikurachki,22127,Confirmed Eruption,,2.0,,,2016,,3.0,,29.0,,Historical Observations,,2016.0,,3.0,,31.0,,50.324,155.461,Chikurachki,Russia,Stratovolcano(es),Eruption Observed,2016 CE,Kuril Islands,Kuril Islands,50.324,155.461,1781.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
312030,Pavlof,22129,Confirmed Eruption,,2.0,,,2016,,3.0,,27.0,,Historical Observations,,2016.0,,7.0,,30.0,,55.417,-161.894,Pavlof,United States,Stratovolcano,Eruption Observed,2016 CE,Alaska,Alaska Peninsula,55.417,-161.894,2493.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
352090,Sangay,22237,Confirmed Eruption,Summit crater,2.0,,,2016,,3.0,,25.0,,Historical Observations,,2016.0,,11.0,,17.0,,-2.005,-78.34100000000001,Sangay,Ecuador,Stratovolcano,Eruption Observed,2018 CE,South America,Ecuador,-2.005,-78.34100000000001,5286.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
273010,Bulusan,22114,Confirmed Eruption,,2.0,,,2016,,2.0,,22.0,,Historical Observations,,2016.0,,2.0,,22.0,,12.769,124.056,Bulusan,Philippines,Stratovolcano(es),Eruption Observed,2017 CE,Philippines and SE Asia,Luzon,12.769,124.056,1535.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
343100,San Miguel,22117,Confirmed Eruption,,1.0,,,2016,,1.0,,12.0,,Historical Observations,,2016.0,,1.0,,18.0,,13.434000000000001,-88.26899999999999,San Miguel,El Salvador,Stratovolcano,Eruption Observed,2018 CE,México and Central America,El Salvador and Honduras,13.434000000000001,-88.26899999999999,2130.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357070,"Chillan, Nevados de",22119,Confirmed Eruption,,2.0,,,2016,,1.0,,8.0,,Historical Observations,>,2018.0,,12.0,,7.0,,-36.868,-71.378,"Chillan, Nevados de",Chile,Stratovolcano,Eruption Observed,2018 CE,South America,Central Chile and Argentina,-36.868,-71.378,3180.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
266030,Soputan,22105,Confirmed Eruption,,3.0,,,2016,,1.0,,2.0,,Historical Observations,,2016.0,,2.0,,7.0,,1.112,124.73700000000001,Soputan,Indonesia,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Sulawesi,1.112,124.73700000000001,1785.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
344090,Momotombo,22107,Confirmed Eruption,,2.0,,,2015,,12.0,,1.0,,Historical Observations,,2016.0,,4.0,,7.0,,12.423,-86.539,Momotombo,Nicaragua,Stratovolcano,Eruption Observed,2016 CE,México and Central America,Nicaragua,12.423,-86.539,1270.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
272020,Kanlaon,22106,Confirmed Eruption,,2.0,,,2015,,11.0,,24.0,,Historical Observations,,2016.0,,6.0,,18.0,,10.412,123.132,Kanlaon,Philippines,Stratovolcano,Eruption Observed,2017 CE,Philippines and SE Asia,Central Philippines,10.412,123.132,2435.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261140,Marapi,22111,Confirmed Eruption,,1.0,,,2015,,11.0,,14.0,,Historical Observations,,2015.0,,11.0,,14.0,,-0.38,100.47399999999999,Marapi,Indonesia,Complex,Eruption Observed,2018 CE,Indonesia,Sumatra,-0.38,100.47399999999999,2885.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263310,Tengger Caldera,22103,Confirmed Eruption,Bromo cone,2.0,,,2015,,11.0,,12.0,,Historical Observations,,2016.0,,11.0,,12.0,,-7.942,112.95,Tengger Caldera,Indonesia,Stratovolcano(es),Eruption Observed,2016 CE,Indonesia,Java,-7.942,112.95,2329.0,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
355100,Lascar,22110,Confirmed Eruption,,2.0,,,2015,,10.0,,30.0,,Historical Observations,,2017.0,,4.0,,2.0,1.0,-23.37,-67.73,Lascar,Chile,Stratovolcano(es),Eruption Observed,2017 CE,South America,"Northern Chile, Bolivia and Argentina",-23.37,-67.73,5592.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
264030,Rinjani,22104,Confirmed Eruption,Barujari crater,2.0,,,2015,,10.0,,25.0,,Historical Observations,,2015.0,,12.0,,24.0,,-8.42,116.47,Rinjani,Indonesia,Stratovolcano,Eruption Observed,2016 CE,Indonesia,Lesser Sunda Islands,-8.42,116.47,3726.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
344100,Masaya,22108,Confirmed Eruption,,1.0,,,2015,,10.0,,3.0,,Historical Observations,>,2018.0,,12.0,,15.0,,11.984000000000002,-86.161,Masaya,Nicaragua,Caldera,Eruption Observed,2018 CE,México and Central America,Nicaragua,11.984000000000002,-86.161,635.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
290390,Alaid,21096,Confirmed Eruption,,1.0,,,2015,,9.0,,29.0,,Historical Observations,,2016.0,,8.0,,11.0,,50.861000000000004,155.565,Alaid,Russia,Stratovolcano,Eruption Observed,2018 CE,Kuril Islands,Kuril Islands,50.861000000000004,155.565,2285.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344040,Telica,21097,Confirmed Eruption,,2.0,,,2015,,9.0,,23.0,,Historical Observations,,2016.0,,5.0,,11.0,,12.606,-86.84,Telica,Nicaragua,Stratovolcano(es),Eruption Observed,2018 CE,México and Central America,Nicaragua,12.606,-86.84,1036.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
357090,Copahue,21098,Confirmed Eruption,Agrio Crater,2.0,,,2015,,9.0,,18.0,3.0,Historical Observations,,2016.0,,12.0,,30.0,,-37.856,-71.183,Copahue,Chile-Argentina,Stratovolcano,Eruption Observed,2018 CE,South America,Central Chile and Argentina,-37.856,-71.183,2953.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
266100,Lokon-Empung,21093,Confirmed Eruption,Tompaluan,1.0,,,2015,,8.0,,30.0,,Historical Observations,,2015.0,,9.0,,28.0,1.0,1.358,124.792,Lokon-Empung,Indonesia,Stratovolcano(es),Eruption Observed,2015 CE,Indonesia,Sulawesi,1.358,124.792,1580.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
300260,Klyuchevskoy,21095,Confirmed Eruption,,3.0,,,2015,,8.0,,28.0,,Historical Observations,,2018.0,,6.0,,15.0,,56.056000000000004,160.642,Klyuchevskoy,Russia,Stratovolcano,Eruption Observed,2018 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.056000000000004,160.642,4754.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
390090,Saunders,21099,Confirmed Eruption,,0.0,,,2015,,8.0,,28.0,,Historical Observations,,2015.0,,10.0,,8.0,,-57.8,-26.483,Saunders,United Kingdom,Stratovolcano,Eruption Observed,2018 CE,Antarctica,Antarctica and South Sandwich Islands,-57.8,-26.483,843.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
352050,Cotopaxi,21088,Confirmed Eruption,,2.0,,,2015,,8.0,,14.0,,Historical Observations,,2016.0,,1.0,,24.0,,-0.677,-78.436,Cotopaxi,Ecuador,Stratovolcano,Eruption Observed,2016 CE,South America,Ecuador,-0.677,-78.436,5911.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
343100,San Miguel,22233,Confirmed Eruption,,1.0,,,2015,,8.0,,13.0,,Historical Observations,,2015.0,,8.0,,13.0,,13.434000000000001,-88.26899999999999,San Miguel,El Salvador,Stratovolcano,Eruption Observed,2018 CE,México and Central America,El Salvador and Honduras,13.434000000000001,-88.26899999999999,2130.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
360160,Kick 'em Jenny,21090,Confirmed Eruption,,0.0,,,2015,,7.0,,23.0,,Historical Observations,,2015.0,,7.0,,24.0,,12.3,-61.64,Kick 'em Jenny,Grenada,Submarine,Eruption Observed,2017 CE,West Indies,West Indies,12.3,-61.64,-185.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
268060,Gamalama,21087,Confirmed Eruption,,2.0,,,2015,,7.0,,16.0,,Historical Observations,,2015.0,,9.0,,8.0,,0.8,127.33,Gamalama,Indonesia,Stratovolcano(es),Eruption Observed,2018 CE,Indonesia,Halmahera,0.8,127.33,1715.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
264270,Sirung,21086,Confirmed Eruption,,1.0,,,2015,,7.0,,7.0,,Historical Observations,,2015.0,,7.0,,8.0,,-8.508,124.13,Sirung,Indonesia,Complex,Eruption Observed,2015 CE,Indonesia,Lesser Sunda Islands,-8.508,124.13,862.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
283020,Hakoneyama,21080,Confirmed Eruption,,1.0,,,2015,,6.0,,29.0,,Historical Observations,,2015.0,,7.0,,1.0,,35.233000000000004,139.02100000000002,Hakoneyama,Japan,Complex,Eruption Dated,2015 CE,"Japan, Taiwan, Marianas",Honshu,35.233000000000004,139.02100000000002,1438.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
354006,Sabancaya,21089,Confirmed Eruption,,1.0,,,2015,,6.0,,28.0,10.0,Historical Observations,,2015.0,,7.0,,9.0,,-15.787,-71.857,Sabancaya,Peru,Stratovolcano(es),Eruption Observed,2018 CE,South America,Peru,-15.787,-71.857,5960.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
283110,Asamayama,21081,Confirmed Eruption,,1.0,,,2015,,6.0,,16.0,,Historical Observations,,2015.0,,6.0,,16.0,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345020,Rincon de la Vieja,22132,Confirmed Eruption,Crater lake,1.0,,,2015,,6.0,,16.0,,Historical Observations,,2016.0,,5.0,,1.0,,10.83,-85.324,Rincon de la Vieja,Costa Rica,Complex,Eruption Observed,2018 CE,México and Central America,Costa Rica,10.83,-85.324,1916.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
342110,Pacaya,22157,Confirmed Eruption,MacKenney Crater,1.0,,,2015,,6.0,,7.0,1.0,Historical Observations,>,2018.0,,12.0,,20.0,,14.382,-90.601,Pacaya,Guatemala,Complex,Eruption Observed,2018 CE,México and Central America,Guatemala,14.382,-90.601,2569.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
282050,Kuchinoerabujima,21073,Confirmed Eruption,,3.0,,,2015,,5.0,,29.0,,Historical Observations,,2015.0,,6.0,,19.0,,30.443,130.217,Kuchinoerabujima,Japan,Stratovolcano(es),Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.443,130.217,657.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
353020,Wolf,21075,Confirmed Eruption,,4.0,,,2015,,5.0,,25.0,,Historical Observations,,2015.0,,6.0,,2.0,,0.02,-91.35,Wolf,Ecuador,Shield,Eruption Observed,2015 CE,South America,Galapagos Islands,0.02,-91.35,1710.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
266100,Lokon-Empung,21071,Confirmed Eruption,Tompaluan,1.0,,,2015,,5.0,,20.0,,Historical Observations,,2015.0,,5.0,,27.0,,1.358,124.792,Lokon-Empung,Indonesia,Stratovolcano(es),Eruption Observed,2015 CE,Indonesia,Sulawesi,1.358,124.792,1580.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
344040,Telica,21074,Confirmed Eruption,,2.0,,,2015,,5.0,,7.0,,Historical Observations,,2015.0,,5.0,,28.0,,12.606,-86.84,Telica,Nicaragua,Stratovolcano(es),Eruption Observed,2018 CE,México and Central America,Nicaragua,12.606,-86.84,1036.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
273010,Bulusan,21072,Confirmed Eruption,,2.0,,,2015,,5.0,,1.0,,Historical Observations,,2015.0,,7.0,,17.0,,12.769,124.056,Bulusan,Philippines,Stratovolcano(es),Eruption Observed,2017 CE,Philippines and SE Asia,Luzon,12.769,124.056,1535.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
331021,Axial Seamount,21092,Confirmed Eruption,NE flank,0.0,,,2015,,4.0,,23.0,,Seismicity,,2015.0,,5.0,,24.0,1.0,45.95,-130.0,Axial Seamount,Undersea Features,Submarine,Eruption Observed,2015 CE,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
358020,Calbuco,21076,Confirmed Eruption,,4.0,,,2015,,4.0,,22.0,,Historical Observations,,2015.0,,5.0,,26.0,,-41.33,-72.618,Calbuco,Chile,Stratovolcano,Eruption Observed,2015 CE,South America,Southern Chile and Argentina,-41.33,-72.618,1974.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
345070,Turrialba,20998,Confirmed Eruption,,2.0,,,2015,,3.0,,8.0,,Historical Observations,>,2018.0,,12.0,,13.0,,10.025,-83.76700000000001,Turrialba,Costa Rica,Stratovolcano,Eruption Observed,2018 CE,México and Central America,Costa Rica,10.025,-83.76700000000001,3340.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
344020,San Cristobal,22268,Confirmed Eruption,,2.0,,,2015,,3.0,,5.0,,Historical Observations,,2015.0,,6.0,,12.0,,12.702,-87.00399999999999,San Cristobal,Nicaragua,Stratovolcano,Eruption Observed,2018 CE,México and Central America,Nicaragua,12.702,-87.00399999999999,1745.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
290360,Chikurachki,20990,Confirmed Eruption,,3.0,,,2015,,2.0,,16.0,,Historical Observations,,2015.0,,2.0,,18.0,,50.324,155.461,Chikurachki,Russia,Stratovolcano(es),Eruption Observed,2016 CE,Kuril Islands,Kuril Islands,50.324,155.461,1781.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
233020,"Fournaise, Piton de la",20982,Confirmed Eruption,,0.0,,,2015,,2.0,,4.0,,Historical Observations,,2015.0,,10.0,,31.0,,-21.244,55.708,"Fournaise, Piton de la",France,Shield,Eruption Observed,2018 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
263340,Raung,21070,Confirmed Eruption,,3.0,,,2015,,2.0,,1.0,,Historical Observations,,2015.0,,8.0,,22.0,,-8.119,114.056,Raung,Indonesia,Stratovolcano,Eruption Observed,2015 CE,Indonesia,Java,-8.119,114.056,3260.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
